"Station Name","QUEBEC/JEAN LESAGE INTL"
"Province","QUEBEC"
"Latitude","46.80"
"Longitude","-71.38"
"Elevation","60.00"
"Climate Identifier","701S001"
"WMO Identifier","71714"
"TC Identifier","WQB"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2012-01-01","2012","01","01","","-0.5","E","-4.2","E","-2.4","E","20.4","E","0.0","E","","","","","6.8","E","","","","","",""
"2012-01-02","2012","01","02","","2.3","","-10.9","","-4.3","","22.3","","0.0","","","","","","3.9","","","","","","",""
"2012-01-03","2012","01","03","","-10.9","","-19.9","","-15.4","","33.4","","0.0","","","","","","0.0","","","","","","",""
"2012-01-04","2012","01","04","","-14.3","","-21.7","","-18.0","","36.0","","0.0","","","","","","1.0","","","","","","",""
"2012-01-05","2012","01","05","","-7.3","","-19.6","","-13.5","","31.5","","0.0","","","","","","0.3","","","","","","",""
"2012-01-06","2012","01","06","","-8.9","","-20.3","","-14.6","","32.6","","0.0","","","","","","1.8","","","","","","",""
"2012-01-07","2012","01","07","","-5.8","","-9.1","","-7.5","","25.5","","0.0","","","","","","2.8","","","","","","",""
"2012-01-08","2012","01","08","","-5.7","","-17.5","","-11.6","","29.6","","0.0","","","","","","0.0","T","","","","","",""
"2012-01-09","2012","01","09","","-6.2","","-18.4","","-12.3","","30.3","","0.0","","","","","","1.0","E","","","","","",""
"2012-01-10","2012","01","10","","0.5","","-18.8","","-9.2","","27.2","","0.0","","","","","","3.6","","","","","","",""
