"Station Name","WINDSOR A"
"Province","ONTARIO"
"Latitude","42.28"
"Longitude","-82.96"
"Elevation","189.60"
"Climate Identifier","6139525"
"WMO Identifier","71538"
"TC Identifier","YQG"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2009-01-01","2009","01","01","","-0.8","","-11.3","","-6.1","","24.1","","0.0","","0.0","","0.0","","0.0","","2","","18","E","41","E"
"2009-01-02","2009","01","02","","1.6","","-7.0","","-2.7","","20.7","","0.0","","0.0","","0.0","","0.0","","1","","27","E","52","E"
"2009-01-03","2009","01","03","","-0.7","","-7.0","","-3.9","","21.9","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2009-01-04","2009","01","04","","2.7","","-4.1","","-0.7","","18.7","","0.0","","0.4","","0.0","","0.4","","0","T","29","E","39","E"
"2009-01-05","2009","01","05","","-1.0","","-7.7","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","0","","29","E","35","E"
"2009-01-06","2009","01","06","","-1.1","","-9.9","","-5.5","","23.5","","0.0","","0.8","","2.8","","2.2","","0","","","","<31",""
"2009-01-07","2009","01","07","","-0.5","","-3.6","","-2.1","","20.1","","0.0","","0.6","","4.8","","4.2","","4","","25","E","48","E"
"2009-01-08","2009","01","08","","-0.7","","-5.2","","-3.0","","21.0","","0.0","","0.0","","2.2","","1.2","","6","","25","E","44","E"
"2009-01-09","2009","01","09","","-3.6","","-7.8","","-5.7","","23.7","","0.0","","0.0","","3.0","","1.6","","4","","","","<31",""
"2009-01-10","2009","01","10","","-4.2","","-6.8","","-5.5","","23.5","","0.0","","0.0","","20.8","","14.6","","10","","4","E","39","E"
