"Station Name","QUEBEC/JEAN LESAGE INTL"
"Province","QUEBEC"
"Latitude","46.80"
"Longitude","-71.38"
"Elevation","60.00"
"Climate Identifier","701S001"
"WMO Identifier","71714"
"TC Identifier","WQB"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2009-01-01","2009","01","01","","-15.1","","-21.8","","-18.5","","36.5","","0.0","","","M","","M","0.0","","","","","","",""
"2009-01-02","2009","01","02","","-13.6","","-22.2","","-17.9","","35.9","","0.0","","","M","","M","0.0","","","","","","",""
"2009-01-03","2009","01","03","","-12.2","","-15.0","","-13.6","","31.6","","0.0","","","M","","M","0.0","","","","","","",""
"2009-01-04","2009","01","04","","-8.8","","-15.1","","-12.0","","30.0","","0.0","","","M","1.0","","0.0","","","","","","",""
"2009-01-05","2009","01","05","","-4.8","","-12.2","","-8.5","","26.5","","0.0","","0.0","","1.0","","1.6","","","","","","",""
"2009-01-06","2009","01","06","","-8.3","","-19.5","","-13.9","","31.9","","0.0","","","M","","M","1.2","","","","","","",""
"2009-01-07","2009","01","07","","-9.0","","-15.9","","-12.5","","30.5","","0.0","","0.0","","15.3","","14.7","","","","","","",""
"2009-01-08","2009","01","08","","-7.9","","-12.7","","-10.3","","28.3","","0.0","","0.0","","2.0","","1.6","","","","","","",""
"2009-01-09","2009","01","09","","-12.0","","-16.1","","-14.1","","32.1","","0.0","","","M","","M","0.0","","","","","","",""
"2009-01-10","2009","01","10","","-14.0","","-22.3","","-18.2","","36.2","","0.0","","","M","","M","0.0","","","","","","",""
"2009-01-11","2009","01","11","","-8.6","","-23.0","","-15.8","","33.8","","0.0","","","M","","M","0.5","","","","","","",""
"2009-01-12","2009","01","12","","-10.3","","-18.2","","-14.3","","32.3","","0.0","","","M","4.0","","3.2","","","","","","",""
"2009-01-13","2009","01","13","","-0.9","","-10.6","","-5.8","","23.8","","0.0","","0.0","","10.0","","6.9","","","","","","",""
"2009-01-14","2009","01","14","","-2.0","","-25.8","","-13.9","","31.9","","0.0","","","M","","M","0.0","","","","","","",""
"2009-01-15","2009","01","15","","-21.5","","-31.8","","-26.7","","44.7","","0.0","","","M","","M","0.0","","","","","","",""
"2009-01-16","2009","01","16","","-23.4","","-33.9","","-28.7","","46.7","","0.0","","","M","","M","0.4","","","","","","",""
"2009-01-17","2009","01","17","","-18.9","","-33.5","","-26.2","","44.2","","0.0","","","M","","M","1.9","","","","","","",""
"2009-01-18","2009","01","18","","-12.4","","-20.2","","-16.3","","34.3","","0.0","","0.0","","10.0","","1.7","","","","","","",""
"2009-01-19","2009","01","19","","-8.7","E","-15.1","E","-11.9","E","29.9","E","0.0","E","","M","1.0","","1.8","","","","","","",""
"2009-01-20","2009","01","20","","-9.7","","-22.6","","-16.2","","34.2","","0.0","","","M","","M","2.2","","","","","","",""
"2009-01-21","2009","01","21","","-12.2","","-22.7","","-17.5","","35.5","","0.0","","","M","2.0","","0.9","","","","","","",""
"2009-01-22","2009","01","22","","-3.2","","-17.2","","-10.2","","28.2","","0.0","","","M","","M","3.2","","","","","","",""
"2009-01-23","2009","01","23","","-9.8","","-23.4","","-16.6","","34.6","","0.0","","0.0","","10.0","","6.4","","","","","","",""
"2009-01-24","2009","01","24","","-8.8","","-26.5","","-17.7","","35.7","","0.0","","","M","","M","0.0","","","","","","",""
"2009-01-25","2009","01","25","","-17.0","","-31.5","","-24.3","","42.3","","0.0","","","M","","M","0.2","","","","","","",""
"2009-01-26","2009","01","26","","-17.3","","-34.4","","-25.9","","43.9","","0.0","","","M","","M","0.0","T","","","","","",""
"2009-01-27","2009","01","27","","-12.8","","-28.1","","-20.5","","38.5","","0.0","","","M","","M","0.0","T","","","","","",""
"2009-01-28","2009","01","28","","-8.2","","-25.6","","-16.9","","34.9","","0.0","","0.0","","15.0","","15.0","","","","","","",""
"2009-01-29","2009","01","29","","-7.4","","-10.7","","-9.1","","27.1","","0.0","","","M","","M","1.7","","","","","","",""
"2009-01-30","2009","01","30","","-5.2","","-11.1","","-8.2","","26.2","","0.0","","0.0","","2.0","","2.5","","","","","","",""
"2009-01-31","2009","01","31","","-5.8","","-19.8","","-12.8","","30.8","","0.0","","","M","","M","0.4","","","","","","",""
"2009-02-01","2009","02","01","","-9.5","","-23.8","","-16.7","","34.7","","0.0","","0.0","","3.0","","2.4","","","","","","",""
"2009-02-02","2009","02","02","","-3.1","","-14.9","","-9.0","","27.0","","0.0","","","M","","M","1.2","","","","","","",""
"2009-02-03","2009","02","03","","-8.8","","-19.2","","-14.0","","32.0","","0.0","","","M","","M","0.4","","","","","","",""
"2009-02-04","2009","02","04","","-9.6","","-17.4","","-13.5","","31.5","","0.0","","","M","","M","0.0","","","","","","",""
"2009-02-05","2009","02","05","","-12.1","","-20.6","","-16.4","","34.4","","0.0","","","M","","M","0.0","","","","","","",""
"2009-02-06","2009","02","06","","-10.5","","-20.7","","-15.6","","33.6","","0.0","","","M","","M","1.2","","","","","","",""
"2009-02-07","2009","02","07","","0.4","","-19.9","","-9.8","","27.8","","0.0","","","M","","M","4.1","","","","","","",""
"2009-02-08","2009","02","08","","1.8","","-17.5","","-7.9","","25.9","","0.0","","","M","","M","3.2","","","","","","",""
"2009-02-09","2009","02","09","","-9.5","","-21.0","","-15.3","","33.3","","0.0","","","M","","M","0.9","","","","","","",""
"2009-02-10","2009","02","10","","-5.4","","-19.9","","-12.7","","30.7","","0.0","","","M","","M","0.6","","","","","","",""
"2009-02-11","2009","02","11","","0.5","","-6.0","","-2.8","","20.8","","0.0","","","M","","M","0.6","","","","","","",""
"2009-02-12","2009","02","12","","0.7","","-10.8","","-5.1","","23.1","","0.0","","","M","","M","8.7","","","","","","",""
"2009-02-13","2009","02","13","","-6.8","","-16.5","","-11.7","","29.7","","0.0","","","M","","M","0.0","","","","","","",""
"2009-02-14","2009","02","14","","-3.8","","-12.4","","-8.1","","26.1","","0.0","","","M","","M","0.0","","","","","","",""
"2009-02-15","2009","02","15","","-4.9","","-9.3","","-7.1","","25.1","","0.0","","","M","","M","0.0","","","","","","",""
"2009-02-16","2009","02","16","","-2.8","","-10.8","","-6.8","","24.8","","0.0","","","M","","M","0.0","T","","","","","",""
"2009-02-17","2009","02","17","","-1.4","","-12.7","","-7.1","","25.1","","0.0","","","M","","M","0.5","","","","","","",""
"2009-02-18","2009","02","18","","-2.0","","-13.1","","-7.6","","25.6","","0.0","","","M","1.0","","1.1","","","","","","",""
"2009-02-19","2009","02","19","","-2.3","","-4.7","","-3.5","","21.5","","0.0","","0.0","","5.0","","7.0","","","","","","",""
"2009-02-20","2009","02","20","","-4.7","","-10.9","","-7.8","","25.8","","0.0","","0.0","","8.0","","2.7","","","","","","",""
"2009-02-21","2009","02","21","","-5.6","","-10.4","","-8.0","","26.0","","0.0","","","M","","M","0.0","","","","","","",""
"2009-02-22","2009","02","22","","-2.8","","-9.9","","-6.4","","24.4","","0.0","","","M","3.0","","2.2","","","","","","",""
"2009-02-23","2009","02","23","","-1.5","","-5.3","","-3.4","","21.4","","0.0","","0.0","","6.0","","7.5","","","","","","",""
"2009-02-24","2009","02","24","","-3.6","","-12.7","","-8.2","","26.2","","0.0","","","M","","M","0.0","","","","","","",""
"2009-02-25","2009","02","25","","-3.9","","-15.5","","-9.7","","27.7","","0.0","","","M","","M","0.0","T","","","","","",""
"2009-02-26","2009","02","26","","-1.1","","-9.5","","-5.3","","23.3","","0.0","","","M","","M","0.8","","","","","","",""
"2009-02-27","2009","02","27","","7.7","","-7.3","","0.2","","17.8","","0.0","","","M","","M","14.4","","","","","","",""
"2009-02-28","2009","02","28","","-7.2","","-18.1","","-12.7","","30.7","","0.0","","","M","","M","0.4","","","","","","",""
"2009-03-01","2009","03","01","","-6.2","","-20.3","","-13.3","","31.3","","0.0","","","M","","M","1.6","","55","","","","",""
"2009-03-02","2009","03","02","","-8.4","","-13.6","","-11.0","","29.0","","0.0","","0.0","","6.0","","1.9","","55","","","","",""
"2009-03-03","2009","03","03","","-6.0","","-16.6","","-11.3","","29.3","","0.0","","","M","","M","0.0","","59","","","","",""
"2009-03-04","2009","03","04","","-6.7","","-18.9","","-12.8","","30.8","","0.0","","","M","","M","0.0","","55","","","","",""
"2009-03-05","2009","03","05","","-6.0","","-17.5","","-11.8","","29.8","","0.0","","","M","10.0","","2.1","","55","","","","",""
"2009-03-06","2009","03","06","","1.1","","-7.7","","-3.3","","21.3","","0.0","","0.0","","8.0","","15.9","","64","","","","",""
"2009-03-07","2009","03","07","","4.3","","-0.1","","2.1","","15.9","","0.0","","","M","","M","1.9","","63","","","","",""
"2009-03-08","2009","03","08","","4.5","","-7.4","","-1.5","","19.5","","0.0","","","M","","M","1.0","","59","","","","",""
"2009-03-09","2009","03","09","","-1.9","","-10.1","","-6.0","","24.0","","0.0","","","M","1.0","","0.0","","55","","","","",""
"2009-03-10","2009","03","10","","2.9","","-12.8","","-5.0","","23.0","","0.0","","","M","1.0","","0.0","","56","","","","",""
"2009-03-11","2009","03","11","","7.3","","-10.5","","-1.6","","19.6","","0.0","","","M","","M","12.2","","57","","","","",""
"2009-03-12","2009","03","12","","-8.7","","-16.0","","-12.4","","30.4","","0.0","","","M","","M","0.0","","55","","","","",""
"2009-03-13","2009","03","13","","-4.9","","-18.7","","-11.8","","29.8","","0.0","","","M","","M","0.0","","55","","","","",""
"2009-03-14","2009","03","14","","2.1","","-13.5","","-5.7","","23.7","","0.0","","","M","","M","0.0","","55","","","","",""
"2009-03-15","2009","03","15","","0.3","","-7.1","","-3.4","","21.4","","0.0","","","M","","M","0.0","T","54","","","","",""
"2009-03-16","2009","03","16","","-1.3","","-12.5","","-6.9","","24.9","","0.0","","","M","","M","0.0","","54","","","","",""
"2009-03-17","2009","03","17","","7.5","","-8.3","","-0.4","","18.4","","0.0","","","M","","M","0.0","","54","","","","",""
"2009-03-18","2009","03","18","","8.7","","-4.1","","2.3","","15.7","","0.0","","","M","","M","1.5","","52","","","","",""
"2009-03-19","2009","03","19","","3.0","","-9.2","","-3.1","","21.1","","0.0","","","M","","M","0.0","","47","","","","",""
"2009-03-20","2009","03","20","","-1.6","","-11.8","","-6.7","","24.7","","0.0","","","M","","M","0.0","","47","","","","",""
