"Station Name","TORONTO LESTER B. PEARSON INT'L A"
"Province","ONTARIO"
"Latitude","43.68"
"Longitude","-79.63"
"Elevation","173.40"
"Climate Identifier","6158733"
"WMO Identifier","71624"
"TC Identifier","YYZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2013-01-01","2013","01","01","†","-2.0","","-10.4","","-6.2","","24.2","","0.0","","0.0","","0.0","T","0.0","T","6","","30","","33",""
"2013-01-02","2013","01","02","†","-2.8","","-7.3","","-5.1","","23.1","","0.0","","0.0","","0.2","","0.2","","5","","26","","33",""
"2013-01-03","2013","01","03","†","-1.2","","-7.4","","-4.3","","22.3","","0.0","","0.0","","0.8","","0.2","","5","","26","","39",""
"2013-01-04","2013","01","04","†","0.2","","-2.4","","-1.1","","19.1","","0.0","","0.0","","0.0","","0.0","","5","","25","","57",""
"2013-01-05","2013","01","05","†","1.4","","-1.3","","0.1","","17.9","","0.0","","0.0","","0.2","","0.2","","5","","","","<31",""
"2013-01-06","2013","01","06","†","2.1","","-4.8","","-1.4","","19.4","","0.0","","0.0","","0.2","","0.2","","3","","34","","32",""
"2013-01-07","2013","01","07","†","0.8","","-8.5","","-3.9","","21.9","","0.0","","0.0","","0.0","","0.0","","2","","22","","35",""
"2013-01-08","2013","01","08","†","2.7","","-1.7","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"2013-01-09","2013","01","09","†","6.4","","-0.5","","3.0","","15.0","","0.0","","0.0","T","0.0","","0.0","T","2","","29","","59",""
"2013-01-10","2013","01","10","†","6.3","","-0.7","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","1","","32","","32",""
"2013-01-11","2013","01","11","†","8.5","","2.8","","5.7","","12.3","","0.0","","5.0","","0.0","","5.0","","0","T","","","<31",""
"2013-01-12","2013","01","12","†","14.8","","4.6","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2013-01-13","2013","01","13","†","15.0","","4.3","","9.7","","8.3","","0.0","","29.8","","0.0","","29.8","","","","","","<31",""
"2013-01-14","2013","01","14","†","4.9","","-4.8","","0.1","","17.9","","0.0","","0.0","","0.0","T","0.0","T","","","28","","50",""
"2013-01-15","2013","01","15","†","0.9","","-5.1","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-01-16","2013","01","16","†","3.6","","-4.1","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","","","27","","44",""
"2013-01-17","2013","01","17","†","1.1","","-10.9","","-4.9","","22.9","","0.0","","0.0","","1.4","","0.8","","0","T","31","","48",""
"2013-01-18","2013","01","18","†","0.6","","-13.6","","-6.5","","24.5","","0.0","","0.0","","0.4","","0.2","","1","","25","","32",""
"2013-01-19","2013","01","19","†","7.2","","0.5","","3.9","","14.1","","0.0","","0.4","","0.0","","0.4","","1","","22","","59",""
"2013-01-20","2013","01","20","†","6.7","","-9.3","","-1.3","","19.3","","0.0","","0.2","","0.2","","0.4","","0","T","27","","78",""
"2013-01-21","2013","01","21","†","-5.3","","-12.5","","-8.9","","26.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","","50",""
"2013-01-22","2013","01","22","†","-12.4","","-17.4","","-14.9","","32.9","","0.0","","0.0","","1.6","","1.2","","0","T","26","","52",""
"2013-01-23","2013","01","23","†","-9.9","","-20.9","","-15.4","","33.4","","0.0","","0.0","","0.0","T","0.0","T","1","","26","","32",""
"2013-01-24","2013","01","24","†","-11.2","","-15.5","","-13.4","","31.4","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"2013-01-25","2013","01","25","†","-8.1","","-15.0","","-11.6","","29.6","","0.0","","0.0","","2.2","","2.2","","1","","","","<31",""
"2013-01-26","2013","01","26","†","-2.9","","-11.6","","-7.3","","25.3","","0.0","","0.0","","0.0","T","0.0","T","2","","","","<31",""
"2013-01-27","2013","01","27","†","-1.4","","-12.8","","-7.1","","25.1","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"2013-01-28","2013","01","28","†","3.0","","-2.5","","0.3","","17.7","","0.0","","1.4","","6.2","","7.6","","6","","","","<31",""
"2013-01-29","2013","01","29","†","6.4","","1.1","","3.8","","14.2","","0.0","","14.2","","0.0","","14.2","","2","","14","","44",""
"2013-01-30","2013","01","30","†","14.0","","5.5","","9.8","","8.2","","0.0","","2.8","","0.0","","2.8","","","","27","","65",""
"2013-01-31","2013","01","31","†","6.6","","-6.8","","-0.1","","18.1","","0.0","","0.4","","1.0","","1.0","","0","T","29","","72",""
"2013-02-01","2013","02","01","†","-6.6","","-10.1","","-8.4","","26.4","","0.0","","0.0","","0.0","T","0.0","T","1","","34","","35",""
"2013-02-02","2013","02","02","†","-5.6","","-12.0","","-8.8","","26.8","","0.0","","0.0","","0.2","","0.2","","1","","25","","37",""
"2013-02-03","2013","02","03","†","-5.0","","-13.8","","-9.4","","27.4","","0.0","","0.0","","0.0","T","0.0","T","1","","","","<31",""
