"Station Name","TORONTO LESTER B. PEARSON INT'L A"
"Province","ONTARIO"
"Latitude","43.68"
"Longitude","-79.63"
"Elevation","173.40"
"Climate Identifier","6158733"
"WMO Identifier","71624"
"TC Identifier","YYZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2010-01-01","2010","01","01","","0.9","","-10.4","","-4.8","","22.8","","0.0","","0.0","","1.6","","1.2","","0","T","32","","54",""
"2010-01-02","2010","01","02","","-10.2","","-17.6","","-13.9","","31.9","","0.0","","0.0","","0.0","T","0.0","T","1","","31","","50",""
"2010-01-03","2010","01","03","","-8.3","","-15.5","","-11.9","","29.9","","0.0","","0.0","","2.0","","1.2","","1","","33","","65",""
"2010-01-04","2010","01","04","","-7.1","","-12.7","","-9.9","","27.9","","0.0","","0.0","","0.8","","0.4","","2","","34","","44",""
"2010-01-05","2010","01","05","","-3.6","","-11.1","","-7.4","","25.4","","0.0","","0.0","","3.0","","2.0","","2","","33","","39",""
"2010-01-06","2010","01","06","","-2.1","","-10.3","","-6.2","","24.2","","0.0","","0.0","","0.0","T","0.0","T","5","","33","","37",""
"2010-01-07","2010","01","07","","-3.0","","-7.3","","-5.2","","23.2","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2010-01-08","2010","01","08","","-7.3","","-11.7","","-9.5","","27.5","","0.0","","0.0","","1.4","","0.8","","5","","34","","46",""
"2010-01-09","2010","01","09","","-8.7","","-14.6","","-11.7","","29.7","","0.0","","0.0","","0.0","","0.0","","5","","36","","46",""
"2010-01-10","2010","01","10","","-3.8","","-15.6","","-9.7","","27.7","","0.0","","0.0","","0.0","T","0.0","T","4","","24","","46",""
"2010-01-11","2010","01","11","","-4.7","","-7.8","","-6.3","","24.3","","0.0","","0.0","","1.4","","1.2","","3","","23","","39",""
"2010-01-12","2010","01","12","","-5.7","","-9.1","","-7.4","","25.4","","0.0","","0.0","","0.0","","0.0","","4","","35","","35",""
"2010-01-13","2010","01","13","","0.4","","-6.1","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","4","","24","","44",""
"2010-01-14","2010","01","14","","4.8","","-6.0","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","3","","22","","33",""
"2010-01-15","2010","01","15","","4.1","","1.0","","2.6","","15.4","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","<31",""
"2010-01-16","2010","01","16","","2.0","","-3.2","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","0","T","25","","33",""
"2010-01-17","2010","01","17","","2.7","","-1.6","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2010-01-18","2010","01","18","","1.0","","-2.9","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2010-01-19","2010","01","19","","2.0","","-3.8","","-0.9","","18.9","","0.0","","0.0","","0.2","","0.2","","0","","35","","32",""
"2010-01-20","2010","01","20","","-1.8","","-7.7","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","0","T","34","","35",""
"2010-01-21","2010","01","21","","0.9","","-8.9","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","0","T","10","","37",""
"2010-01-22","2010","01","22","","3.1","","-5.3","","-1.1","","19.1","","0.0","","0.0","","0.0","","0.0","","0","","9","","32",""
"2010-01-23","2010","01","23","","1.5","","-3.8","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2010-01-24","2010","01","24","","6.0","","-1.3","","2.4","","15.6","","0.0","","6.2","","0.0","","6.2","","0","","12","","32",""
