"Station Name","WINDSOR A"
"Province","ONTARIO"
"Latitude","42.28"
"Longitude","-82.96"
"Elevation","189.60"
"Climate Identifier","6139525"
"WMO Identifier","71538"
"TC Identifier","YQG"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2012-01-01","2012","01","01","","8.8","","-1.4","","3.7","","14.3","","0.0","","1.0","","0.8","","1.8","","0","","27","E","70","E"
"2012-01-02","2012","01","02","","-0.5","","-6.1","","-3.3","","21.3","","0.0","","0.0","","0.8","","0.8","","0","T","32","","54",""
"2012-01-03","2012","01","03","","-4.9","","-7.9","","-6.4","","24.4","","0.0","","0.0","","0.8","","0.2","","0","T","32","E","48","E"
"2012-01-04","2012","01","04","","1.4","","-5.6","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","0","T","24","E","37","E"
"2012-01-05","2012","01","05","","4.7","","-2.7","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","24","E","41","E"
"2012-01-06","2012","01","06","","11.1","","3.3","","7.2","","10.8","","0.0","","0.0","","0.0","","0.0","","0","","24","E","37","E"
"2012-01-07","2012","01","07","","7.7","","1.4","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","0","","30","E","44","E"
"2012-01-08","2012","01","08","","3.7","","-2.4","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2012-01-09","2012","01","09","","5.1","","-2.4","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","0","","23","E","39","E"
"2012-01-10","2012","01","10","","7.9","","0.2","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
