"Station Name","TORONTO LESTER B. PEARSON INT'L A"
"Province","ONTARIO"
"Latitude","43.68"
"Longitude","-79.63"
"Elevation","173.40"
"Climate Identifier","6158733"
"WMO Identifier","71624"
"TC Identifier","YYZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2012-01-01","2012","01","01","","7.2","","0.3","","3.8","","14.2","","0.0","","4.0","","0.0","T","4.0","","0","","26","","67",""
"2012-01-02","2012","01","02","","0.5","","-11.4","","-5.5","","23.5","","0.0","","0.0","","0.0","T","0.0","T","0","","31","","54",""
"2012-01-03","2012","01","03","","-11.4","","-16.5","","-14.0","","32.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","34","","41",""
"2012-01-04","2012","01","04","","-0.1","","-12.7","","-6.4","","24.4","","0.0","","0.0","","0.0","","0.0","","0","","26","","32",""
"2012-01-05","2012","01","05","","1.6","","-1.4","","0.1","","17.9","","0.0","","0.0","","0.0","","0.0","","0","","25","","33",""
"2012-01-06","2012","01","06","","9.0","","1.3","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2012-01-07","2012","01","07","","7.8","","0.3","","4.1","","13.9","","0.0","","0.0","T","0.0","T","0.0","T","0","","30","","48",""
"2012-01-08","2012","01","08","","0.5","","-5.2","","-2.4","","20.4","","0.0","","0.0","","0.2","","0.2","","0","T","","","<31",""
"2012-01-09","2012","01","09","","5.1","","-3.3","","0.9","","17.1","","0.0","","0.0","","0.0","","0.0","","0","T","23","","33",""
"2012-01-10","2012","01","10","","5.3","","1.6","","3.5","","14.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"2012-01-11","2012","01","11","","6.7","","1.1","","3.9","","14.1","","0.0","","0.2","","0.0","","0.2","","0","","12","","32",""
"2012-01-12","2012","01","12","","5.0","","1.6","","3.3","","14.7","","0.0","","9.6","","0.0","","9.6","","0","","10","","35",""
"2012-01-13","2012","01","13","","4.1","","-7.4","","-1.7","","19.7","","0.0","","0.0","T","2.6","","3.2","","0","T","24","","52",""
