"Station Name","WINDSOR A"
"Province","ONTARIO"
"Latitude","42.28"
"Longitude","-82.96"
"Elevation","189.60"
"Climate Identifier","6139525"
"WMO Identifier","71538"
"TC Identifier","YQG"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2011-01-01","2011","01","01","","11.3","","-4.5","","3.4","","14.6","","0.0","","18.8","","0.0","T","18.8","","0","","25","E","56","E"
"2011-01-02","2011","01","02","","-3.8","","-6.9","","-5.4","","23.4","","0.0","","0.0","","0.6","","0.2","","0","","25","E","37","E"
"2011-01-03","2011","01","03","","1.3","","-6.6","","-2.7","","20.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2011-01-04","2011","01","04","","2.8","","-4.5","","-0.9","","18.9","","0.0","","0.0","","0.4","","0.0","T","0","T","28","E","48","E"
"2011-01-05","2011","01","05","","-3.4","","-6.5","","-5.0","","23.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","31","E","32","E"
"2011-01-06","2011","01","06","","-0.9","","-6.2","","-3.6","","21.6","","0.0","","0.0","","8.0","","2.4","","2","","28","E","37","E"
"2011-01-07","2011","01","07","","-4.9","","-8.2","","-6.6","","24.6","","0.0","","0.0","","7.2","","4.4","","3","","29","E","33","E"
"2011-01-08","2011","01","08","","-3.9","","-12.0","","-8.0","","26.0","","0.0","","0.0","","0.4","","0.2","","8","","","","<31",""
"2011-01-09","2011","01","09","","-1.9","","-10.5","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"2011-01-10","2011","01","10","","-2.5","","-9.7","","-6.1","","24.1","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"2011-01-11","2011","01","11","","-3.8","","-6.4","","-5.1","","23.1","","0.0","","0.0","","8.4","","8.4","","6","","3","E","39","E"
"2011-01-12","2011","01","12","","-3.8","","-9.3","","-6.6","","24.6","","0.0","","0.0","","2.8","","1.2","","16","","33","E","46","E"
"2011-01-13","2011","01","13","","-3.3","","-9.7","","-6.5","","24.5","","0.0","","0.0","","2.4","","1.4","","16","","","","<31",""
"2011-01-14","2011","01","14","","-4.8","","-8.9","","-6.9","","24.9","","0.0","","0.0","","2.8","","1.2","","17","","","","<31",""
"2011-01-15","2011","01","15","","-1.9","","-6.7","","-4.3","","22.3","","0.0","","0.0","","3.4","","2.4","","16","","29","E","52","E"
"2011-01-16","2011","01","16","","-6.6","","-10.2","","-8.4","","26.4","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"2011-01-17","2011","01","17","","0.9","","-13.2","","-6.2","","24.2","","0.0","","0.0","","0.0","T","0.0","T","11","","","","<31",""
"2011-01-18","2011","01","18","","2.8","","-3.1","","-0.2","","18.2","","0.0","","4.4","","0.0","T","4.4","","8","","36","E","35","E"
"2011-01-19","2011","01","19","","-3.0","","-7.1","","-5.1","","23.1","","0.0","","0.0","","0.4","","0.2","","3","","34","E","32","E"
"2011-01-20","2011","01","20","","-3.9","","-7.3","","-5.6","","23.6","","0.0","","0.0","","2.8","","1.8","","3","","","","<31",""
"2011-01-21","2011","01","21","","-6.4","","-14.2","","-10.3","","28.3","","0.0","","0.0","","0.4","","0.0","T","5","","28","E","41","E"
"2011-01-22","2011","01","22","","-8.9","","-15.1","","-12.0","","30.0","","0.0","","0.0","","0.8","","0.2","","4","","22","E","41","E"
"2011-01-23","2011","01","23","","-9.1","","-17.5","","-13.3","","31.3","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2011-01-24","2011","01","24","","-1.5","","-16.2","","-8.9","","26.9","","0.0","","0.0","","3.8","","2.0","","4","","","","<31",""
"2011-01-25","2011","01","25","","-0.6","","-3.5","","-2.1","","20.1","","0.0","","0.0","","0.0","T","0.0","T","7","","","","<31",""
"2011-01-26","2011","01","26","","-0.6","","-3.9","","-2.3","","20.3","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2011-01-27","2011","01","27","","-2.0","","-5.7","","-3.9","","21.9","","0.0","","0.0","","2.8","","2.6","","4","","22","E","33","E"
"2011-01-28","2011","01","28","","-0.2","","-4.7","","-2.5","","20.5","","0.0","","0.0","","1.2","","0.4","","8","","","","<31",""
"2011-01-29","2011","01","29","","-1.1","","-5.3","","-3.2","","21.2","","0.0","","0.0","","6.2","","3.4","","11","","","","<31",""
"2011-01-30","2011","01","30","","-2.9","","-11.0","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","11","","","","<31",""
"2011-01-31","2011","01","31","","-9.7","","-13.1","","-11.4","","29.4","","0.0","","0.0","","0.0","","0.0","","10","","5","E","37","E"
"2011-02-01","2011","02","01","","-6.6","","-9.9","","-8.3","","26.3","","0.0","","0.0","","15.4","","11.2","","12","","7","E","78","E"
"2011-02-02","2011","02","02","","-4.4","","-10.2","","-7.3","","25.3","","0.0","","0.0","","14.8","","13.0","","22","","5","E","56","E"
"2011-02-03","2011","02","03","","-4.2","","-14.8","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","20","","22","E","37","E"
"2011-02-04","2011","02","04","","-3.6","","-12.2","","-7.9","","25.9","","0.0","","0.0","","0.0","","0.0","","16","","22","E","41","E"
"2011-02-05","2011","02","05","","-3.8","","-11.7","","-7.8","","25.8","","0.0","","0.0","","8.6","","6.4","","15","","","","<31",""
"2011-02-06","2011","02","06","","-0.7","","-5.3","","-3.0","","21.0","","0.0","","0.0","","2.2","","1.2","","22","","","","<31",""
"2011-02-07","2011","02","07","","0.7","","-6.1","","-2.7","","20.7","","0.0","","0.2","","0.2","","0.2","","20","","35","E","32","E"
"2011-02-08","2011","02","08","","-5.8","","-12.0","","-8.9","","26.9","","0.0","","0.0","","0.0","T","0.0","T","19","","29","E","41","E"
"2011-02-09","2011","02","09","","-8.7","","-14.4","","-11.6","","29.6","","0.0","","0.0","","0.0","T","0.0","T","19","","23","E","39","E"
"2011-02-10","2011","02","10","","-9.2","","-18.5","","-13.9","","31.9","","0.0","","0.0","","0.0","","0.0","","19","","22","E","41","E"
"2011-02-11","2011","02","11","","-3.1","","-16.8","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","19","","25","E","44","E"
"2011-02-12","2011","02","12","","1.6","","-4.0","","-1.2","","19.2","","0.0","","0.0","","2.6","","1.0","","19","","31","E","61","E"
"2011-02-13","2011","02","13","","7.6","","-1.0","","3.3","","14.7","","0.0","","0.0","","0.0","T","0.0","T","19","","23","","57",""
"2011-02-14","2011","02","14","","7.2","","-4.2","","1.5","","16.5","","0.0","","0.2","","0.0","","0.2","","12","","24","E","56","E"
"2011-02-15","2011","02","15","","-0.3","","-9.3","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"2011-02-16","2011","02","16","","8.5","","-2.7","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"2011-02-17","2011","02","17","","10.6","","5.4","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","2","","20","E","46","E"
"2011-02-18","2011","02","18","","12.9","","2.5","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","0","T","26","E","76","E"
"2011-02-19","2011","02","19","","3.0","","-3.5","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","0","","30","E","57","E"
"2011-02-20","2011","02","20","","0.0","","-4.8","","-2.4","","20.4","","0.0","","0.0","","21.6","","19.8","","0","","5","E","46","E"
"2011-02-21","2011","02","21","","-3.3","","-9.7","","-6.5","","24.5","","0.0","","0.4","","7.4","","7.0","","25","","5","E","50","E"
"2011-02-22","2011","02","22","","-6.4","","-13.5","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","23","","5","E","37","E"
"2011-02-23","2011","02","23","","-2.9","","-17.0","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","22","","","","<31",""
"2011-02-24","2011","02","24","","2.6","","-3.1","","-0.3","","18.3","","0.0","","0.0","","2.2","","2.2","","18","","","","<31",""
"2011-02-25","2011","02","25","","0.2","","-7.5","","-3.7","","21.7","","0.0","","0.0","","10.6","","7.2","","16","","1","E","61","E"
"2011-02-26","2011","02","26","","-1.0","","-8.2","","-4.6","","22.6","","0.0","","0.0","","4.0","","1.4","","19","","","","<31",""
"2011-02-27","2011","02","27","","3.9","","-1.5","","1.2","","16.8","","0.0","","14.6","","0.0","T","14.6","","22","","","","<31",""
"2011-02-28","2011","02","28","","2.6","","-3.6","","-0.5","","18.5","","0.0","","16.0","","0.0","","16.0","","5","","34","","54",""
"2011-03-01","2011","03","01","","2.9","","-7.0","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","4","","22","E","41","E"
"2011-03-02","2011","03","02","","2.6","","-8.0","","-2.7","","20.7","","0.0","","0.0","","0.0","","0.0","","2","","34","E","56","E"
"2011-03-03","2011","03","03","","-2.5","","-8.5","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","2","","14","E","35","E"
"2011-03-04","2011","03","04","","6.7","","-3.2","","1.8","","16.2","","0.0","","10.4","","0.0","","10.4","","1","","20","E","35","E"
"2011-03-05","2011","03","05","","7.7","","-2.4","","2.7","","15.3","","0.0","","20.4","","9.0","","26.0","","0","","20","E","37","E"
"2011-03-06","2011","03","06","","-0.5","","-6.8","","-3.7","","21.7","","0.0","","0.0","","2.0","","0.8","","8","","36","E","44","E"
"2011-03-07","2011","03","07","","-0.4","","-8.9","","-4.7","","22.7","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"2011-03-08","2011","03","08","","3.0","","-4.7","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"2011-03-09","2011","03","09","","7.7","","1.2","","4.5","","13.5","","0.0","","20.4","","0.0","","20.4","","1","","10","E","32","E"
"2011-03-10","2011","03","10","","7.6","","-0.6","","3.5","","14.5","","0.0","","2.0","","2.4","","3.6","","0","","31","E","39","E"
"2011-03-11","2011","03","11","","5.9","","-1.5","","2.2","","15.8","","0.0","","0.0","","8.4","","7.0","","10","","30","E","52","E"
"2011-03-12","2011","03","12","","8.3","","-0.4","","4.0","","14.0","","0.0","","0.0","T","0.0","T","0.0","T","2","","27","E","57","E"
"2011-03-13","2011","03","13","","4.6","","-0.6","","2.0","","16.0","","0.0","","0.0","","0.0","T","0.0","T","0","","29","E","35","E"
"2011-03-14","2011","03","14","","3.3","","-2.6","","0.4","","17.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"2011-03-15","2011","03","15","","4.7","","-2.7","","1.0","","17.0","","0.0","","4.4","","0.0","","4.4","","0","","","","<31",""
"2011-03-16","2011","03","16","","13.4","","3.1","","8.3","","9.7","","0.0","","2.4","","0.0","","2.4","","0","","","","<31",""
"2011-03-17","2011","03","17","","18.3","","4.5","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","0","","20","E","54","E"
