"Station Name","QUEBEC/JEAN LESAGE INTL"
"Province","QUEBEC"
"Latitude","46.80"
"Longitude","-71.38"
"Elevation","60.00"
"Climate Identifier","701S001"
"WMO Identifier","71714"
"TC Identifier","WQB"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2010-01-01","2010","01","01","","-4.0","","-5.6","","-4.8","","22.8","","0.0","","","","","","10.0","","","","","","",""
"2010-01-02","2010","01","02","","-2.9","","-5.2","","-4.1","","22.1","","0.0","","","","","","10.2","","","","","","",""
"2010-01-03","2010","01","03","","4.0","","-3.4","","0.3","","17.7","","0.0","","","","","","1.2","","","","","","",""
"2010-01-04","2010","01","04","","0.0","","-4.9","","-2.5","","20.5","","0.0","","","","","","0.7","","","","","","",""
"2010-01-05","2010","01","05","","-3.0","","-6.3","","-4.7","","22.7","","0.0","","","","","","0.4","","","","","","",""
"2010-01-06","2010","01","06","","-1.7","","-4.5","","-3.1","","21.1","","0.0","","","","","","0.0","T","","","","","",""
"2010-01-07","2010","01","07","","-2.1","","-9.2","","-5.7","","23.7","","0.0","","","","","","0.0","T","","","","","",""
"2010-01-08","2010","01","08","","-3.6","","-10.5","","-7.1","","25.1","","0.0","","","","","","0.0","","","","","","",""
"2010-01-09","2010","01","09","","-9.2","","-17.0","","-13.1","","31.1","","0.0","","","","","","0.0","","","","","","",""
"2010-01-10","2010","01","10","","-12.4","","-19.6","","-16.0","","34.0","","0.0","","","","","","0.4","","","","","","",""
