"Station Name","QUEBEC/JEAN LESAGE INTL"
"Province","QUEBEC"
"Latitude","46.80"
"Longitude","-71.38"
"Elevation","60.00"
"Climate Identifier","701S001"
"WMO Identifier","71714"
"TC Identifier","WQB"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2011-01-01","2011","01","01","","3.2","","0.3","","1.8","","16.2","","0.0","","","","","","1.7","","","","","","",""
"2011-01-02","2011","01","02","","3.9","","-2.1","","0.9","","17.1","","0.0","","","","","","6.5","","","","","","",""
"2011-01-03","2011","01","03","","-1.9","","-8.1","","-5.0","","23.0","","0.0","","","","","","0.0","T","","","","","",""
"2011-01-04","2011","01","04","","-4.8","","-11.4","","-8.1","","26.1","","0.0","","","","","","0.0","","","","","","",""
"2011-01-05","2011","01","05","","-5.9","","-13.5","","-9.7","","27.7","","0.0","","","","","","0.0","","","","","","",""
"2011-01-06","2011","01","06","","-6.9","","-12.2","","-9.6","","27.6","","0.0","","","","","","0.0","T","","","","","",""
"2011-01-07","2011","01","07","","-5.5","","-12.7","","-9.1","","27.1","","0.0","","","","","","0.2","","","","","","",""
"2011-01-08","2011","01","08","","-0.9","","-7.2","","-4.1","","22.1","","0.0","","","","","","0.5","","","","","","",""
"2011-01-09","2011","01","09","","-1.8","","-6.1","","-4.0","","22.0","","0.0","","","","","","2.4","","","","","","",""
"2011-01-10","2011","01","10","","-1.4","","-8.8","","-5.1","","23.1","","0.0","","","","","","0.0","T","","","","","",""
"2011-01-11","2011","01","11","","-5.8","","-12.4","","-9.1","","27.1","","0.0","","","","","","0.0","T","","","","","",""
"2011-01-12","2011","01","12","","-1.1","","-10.0","","-5.6","","23.6","","0.0","","","","","","0.0","T","","","","","",""
"2011-01-13","2011","01","13","","-1.4","","-9.6","","-5.5","","23.5","","0.0","","","","","","0.0","T","","","","","",""
"2011-01-14","2011","01","14","","-7.6","","-12.2","","-9.9","","27.9","","0.0","","","","","","0.0","T","","","","","",""
"2011-01-15","2011","01","15","","-8.9","","-11.2","","-10.1","","28.1","","0.0","","","","","","1.0","","","","","","",""
"2011-01-16","2011","01","16","","-8.8","","-17.0","","-12.9","","30.9","","0.0","","","","","","1.2","","","","","","",""
"2011-01-17","2011","01","17","","-14.9","","-20.4","","-17.7","","35.7","","0.0","","","","","","0.0","","","","","","",""
"2011-01-18","2011","01","18","","-5.4","","-18.3","","-11.9","","29.9","","0.0","","","","","","5.5","","","","","","",""
"2011-01-19","2011","01","19","","-3.8","","-14.6","","-9.2","","27.2","","0.0","","","","","","1.7","","","","","","",""
"2011-01-20","2011","01","20","","-10.6","","-16.6","","-13.6","","31.6","","0.0","","","","","","0.9","","","","","","",""
"2011-01-21","2011","01","21","","-8.2","","-17.7","","-13.0","","31.0","","0.0","","","","","","1.6","","","","","","",""
"2011-01-22","2011","01","22","","-15.4","","-22.5","","-19.0","","37.0","","0.0","","","","","","0.9","","","","","","",""
"2011-01-23","2011","01","23","","-17.0","","-26.6","","-21.8","","39.8","","0.0","","","","","","0.0","","","","","","",""
"2011-01-24","2011","01","24","","-19.0","","-28.2","","-23.6","","41.6","","0.0","","","","","","0.0","","","","","","",""
"2011-01-25","2011","01","25","","-12.6","","-22.8","","-17.7","","35.7","","0.0","","","","","","0.7","","","","","","",""
"2011-01-26","2011","01","26","","-6.4","","-17.8","","-12.1","","30.1","","0.0","","","","","","0.5","","","","","","",""
"2011-01-27","2011","01","27","","-5.0","","-8.4","","-6.7","","24.7","","0.0","","","","","","0.0","T","","","","","",""
"2011-01-28","2011","01","28","","-3.7","","-8.1","","-5.9","","23.9","","0.0","","","","","","0.8","","","","","","",""
"2011-01-29","2011","01","29","","-5.8","","-11.5","","-8.7","","26.7","","0.0","","","","","","1.5","","","","","","",""
"2011-01-30","2011","01","30","","-9.0","","-16.4","","-12.7","","30.7","","0.0","","","","","","1.5","","","","","","",""
"2011-01-31","2011","01","31","","-16.2","","-22.4","","-19.3","","37.3","","0.0","","","","","","0.0","","","","","","",""
"2011-02-01","2011","02","01","","-12.4","","-20.3","","-16.4","","34.4","","0.0","","","","","","0.0","","","","","","",""
"2011-02-02","2011","02","02","","-10.9","","-16.0","","-13.5","","31.5","","0.0","","","","","","5.2","","","","","","",""
"2011-02-03","2011","02","03","","-8.9","","-18.9","","-13.9","","31.9","","0.0","","","","","","0.0","T","","","","","",""
"2011-02-04","2011","02","04","","-5.0","","-9.2","","-7.1","","25.1","","0.0","","","","","","1.0","","","","","","",""
"2011-02-05","2011","02","05","","-1.0","","-6.7","","-3.9","","21.9","","0.0","","","","","","1.5","","","","","","",""
"2011-02-06","2011","02","06","","-0.3","","-3.5","","-1.9","","19.9","","0.0","","","","","","5.6","","","","","","",""
"2011-02-07","2011","02","07","","-2.6","","-6.2","","-4.4","","22.4","","0.0","","","","","","6.4","","","","","","",""
"2011-02-08","2011","02","08","","-5.7","","-18.1","","-11.9","","29.9","","0.0","","","","","","4.2","","","","","","",""
"2011-02-09","2011","02","09","","-8.6","","-21.7","","-15.2","","33.2","","0.0","","","","","","3.4","","","","","","",""
"2011-02-10","2011","02","10","","-11.2","","-22.4","","-16.8","","34.8","","0.0","","","","","","0.0","T","","","","","",""
"2011-02-11","2011","02","11","","-8.0","","-17.7","","-12.9","","30.9","","0.0","","","","","","0.9","","","","","","",""
"2011-02-12","2011","02","12","","-3.8","","-16.0","","-9.9","","27.9","","0.0","","","","","","3.7","","","","","","",""
"2011-02-13","2011","02","13","","-6.8","","-20.7","","-13.8","","31.8","","0.0","","","","","","6.9","","","","","","",""
"2011-02-14","2011","02","14","","-5.4","","-10.9","","-8.2","","26.2","","0.0","","","","","","9.7","","","","","","",""
"2011-02-15","2011","02","15","","-10.9","","-18.3","","-14.6","","32.6","","0.0","","","","","","0.0","","","","","","",""
"2011-02-16","2011","02","16","","-5.6","","-17.4","","-11.5","","29.5","","0.0","","","","","","0.0","","","","","","",""
"2011-02-17","2011","02","17","","2.9","","-6.6","","-1.9","","19.9","","0.0","","","","","","0.4","","","","","","",""
"2011-02-18","2011","02","18","","5.3","","-0.5","","2.4","","15.6","","0.0","","","","","","20.2","","","","","","",""
"2011-02-19","2011","02","19","","1.5","","-9.7","","-4.1","","22.1","","0.0","","","","","","0.0","T","","","","","",""
"2011-02-20","2011","02","20","","-6.3","","-11.9","","-9.1","","27.1","","0.0","","","","","","0.0","","","","","","",""
"2011-02-21","2011","02","21","","-9.0","","-16.3","","-12.7","","30.7","","0.0","","","","","","0.0","T","","","","","",""
"2011-02-22","2011","02","22","","-0.9","","-18.2","","-9.6","","27.6","","0.0","","","","","","0.0","","","","","","",""
"2011-02-23","2011","02","23","","-3.1","","-16.8","","-10.0","","28.0","","0.0","","","","","","0.0","","","","","","",""
"2011-02-24","2011","02","24","","0.1","","-18.6","","-9.3","","27.3","","0.0","","","","","","0.5","","","","","","",""
"2011-02-25","2011","02","25","","-3.0","","-11.5","","-7.3","","25.3","","0.0","","","","","","0.5","","","","","","",""
"2011-02-26","2011","02","26","","-11.5","","-17.8","","-14.7","","32.7","","0.0","","","","","","0.0","","","","","","",""
"2011-02-27","2011","02","27","","-7.2","","-17.5","","-12.4","","30.4","","0.0","","","","","","1.1","","","","","","",""
